time,seconds_elapsed,z,y,x
1776443396801195800,0.08619580078125,-41.2923583984375,15.161026000976562,2.81695556640625
1776443396826211800,0.1112119140625,-41.7032470703125,14.455886840820312,2.858795166015625
1776443396851227100,0.13622705078125,-42.38189697265625,14.1162109375,3.569427490234375
1776443396876243000,0.161242919921875,-42.390228271484375,13.556640625,3.82257080078125
1776443396901259000,0.186259033203125,-42.330352783203125,12.970138549804688,4.08038330078125
1776443396926275000,0.211275146484375,-42.6055908203125,12.324432373046875,4.301055908203125
1776443396951289900,0.236289794921875,-42.80938720703125,12.247421264648438,4.80657958984375
1776443396976306000,0.261305908203125,-42.66546630859375,11.737350463867188,5.0537567138671875
1776443397001322000,0.286322021484375,-42.4468994140625,11.409042358398438,5.767791748046875
1776443397026337000,0.3113369140625,-42.430328369140625,10.943344116210938,6.0952911376953125
1776443397051356700,0.336356689453125,-42.362884521484375,10.911422729492188,6.9197845458984375
1776443397076372700,0.361372802734375,-42.819976806640625,10.667678833007812,7.471282958984375
1776443397101389000,0.38638916015625,-42.435791015625,10.765121459960938,7.990875244140625
1776443397126403800,0.41140380859375,-42.308624267578125,10.299560546875,8.480194091796875
1776443397151420000,0.436419921875,-42.14324951171875,9.961013793945312,9.266189575195312
1776443397176436000,0.46143603515625,-42.25360107421875,9.62274169921875,10.014755249023438
1776443397201452000,0.4864521484375,-41.777618408203125,9.58355712890625,10.836227416992188
1776443397226466800,0.511466796875,-41.63934326171875,9.465988159179688,11.246200561523438
1776443397251483000,0.53648291015625,-41.705322265625,9.537979125976562,12.271682739257812
1776443397276498700,0.561498779296875,-41.743499755859375,9.185165405273438,12.302642822265625
1776443397301514000,0.586513916015625,-42.14495849609375,8.742691040039062,12.077880859375
1776443397326530000,0.611530029296875,-42.39190673828125,8.322311401367188,11.495361328125
1776443397351545900,0.6365458984375,-41.960601806640625,7.9042510986328125,10.913558959960938
1776443397376562000,0.66156201171875,-43.08258056640625,7.1565399169921875,10.416946411132812
1776443397401577000,0.686576904296875,-43.335723876953125,6.601409912109375,9.274795532226562
1776443397426592800,0.7115927734375,-43.7169189453125,5.869659423828125,8.273941040039062
1776443397451608800,0.73660888671875,-43.545379638671875,5.9249725341796875,6.7790069580078125
1776443397476625000,0.761625,-44.13446044921875,5.5115814208984375,5.6950836181640625
1776443397501640000,0.786639892578125,-44.547607421875,4.9968109130859375,4.7358551025390625
1776443397526656000,0.811656005859375,-44.89349365234375,4.8269805908203125,4.0569305419921875
1776443397551672000,0.836672119140625,-44.869384765625,4.786712646484375,3.6926422119140625
1776443397576687900,0.86168798828125,-44.455596923828125,4.515228271484375,3.261962890625
1776443397601703000,0.886702880859375,-44.71026611328125,4.671356201171875,3.04498291015625
1776443397626719000,0.911718994140625,-44.56805419921875,4.769989013671875,2.8620147705078125
1776443397651734800,0.93673486328125,-44.535736083984375,5.334197998046875,2.936920166015625
1776443397676749800,0.961749755859375,-45.0203857421875,5.043975830078125,2.970306396484375
1776443397701766000,0.986765869140625,-45.20623779296875,4.8630828857421875,3.430389404296875
1776443397726782000,1.011781982421875,-44.732391357421875,4.7405548095703125,3.6626739501953125
1776443397751798000,1.036798095703125,-44.60546875,4.6067047119140625,3.7162628173828125
1776443397776812800,1.061812744140625,-44.671875,4.5587921142578125,3.5900115966796875
1776443397801828900,1.086828857421875,-44.70343017578125,4.45050048828125,3.85894775390625
1776443397826845000,1.111844970703125,-45.134063720703125,4.384033203125,3.861724853515625
1776443397851861000,1.136861083984375,-45.00726318359375,4.275177001953125,3.65667724609375
1776443397876875800,1.161875732421875,-45.021026611328125,4.1012725830078125,3.4410552978515625
1776443397901891800,1.186891845703125,-45.208740234375,3.8538360595703125,3.383636474609375
1776443397926908000,1.211907958984375,-45.687164306640625,3.0339508056640625,3.16937255859375
1776443397951924000,1.236924072265625,-45.597747802734375,2.922149658203125,2.84283447265625
1776443397976939000,1.26193896484375,-45.652496337890625,2.3719024658203125,2.7481536865234375
1776443398001954800,1.286954833984375,-45.76824951171875,2.021392822265625,2.638946533203125
1776443398026971000,1.311970947265625,-45.42919921875,1.4003448486328125,3.183380126953125
1776443398051983600,1.336983642578125,-45.288299560546875,1.4863739013671875,3.3788299560546875
1776443398076998700,1.36199853515625,-45.7978515625,1.726959228515625,3.970703125
1776443398102014700,1.3870146484375,-45.442535400390625,1.960723876953125,4.4959259033203125
1776443398127030500,1.412030517578125,-45.127532958984375,2.4681243896484375,5.2535858154296875
1776443398152045800,1.4370458984375,-44.704437255859375,2.9554901123046875,5.7126617431640625
1776443398177062000,1.462061767578125,-45.0975341796875,3.1917572021484375,6.0419158935546875
1776443398202077700,1.48707763671875,-45.282623291015625,3.3029022216796875,6.1787109375
1776443398227093800,1.51209375,-45.301422119140625,3.1661376953125,6.6251678466796875
1776443398252108500,1.537108642578125,-45.33367919921875,3.1010894775390625,7.0279083251953125
1776443398277124600,1.56212451171875,-45.177978515625,2.3419342041015625,7.510162353515625
1776443398302140700,1.587140625,-44.87213134765625,1.740142822265625,7.237701416015625
1776443398327156700,1.61215673828125,-45.75274658203125,1.00262451171875,7.019683837890625
1776443398352171800,1.637171875,-45.156494140625,0.633819580078125,7.15185546875
1776443398377187800,1.662187744140625,-45.947265625,-0.597015380859375,6.564117431640625
1776443398402204000,1.687203857421875,-45.232391357421875,-0.800872802734375,5.967498779296875
1776443398427219700,1.7122197265625,-45.61083984375,-0.9752197265625,5.3358612060546875
1776443398452234800,1.73723486328125,-45.9757080078125,-0.9922943115234375,5.0051116943359375
1776443398477250600,1.76225048828125,-45.659210205078125,-1.1254730224609375,4.55035400390625
1776443398502266600,1.7872666015625,-46.003173828125,-0.9224700927734375,3.8518524169921875
1776443398527282700,1.81228271484375,-46.22930908203125,-1.0080718994140625,2.4571533203125
1776443398552297500,1.83729736328125,-45.82122802734375,-0.68017578125,1.7588653564453125
1776443398577313500,1.8623134765625,-46.43603515625,-0.5709075927734375,1.0502471923828125
1776443398602329900,1.887329833984375,-46.089019775390625,-0.7367095947265625,0.9384307861328125
1776443398627346000,1.912345947265625,-46.243377685546875,-0.4450836181640625,0.7536468505859375
1776443398652360700,1.937360595703125,-46.103271484375,-0.453948974609375,0.92852783203125
1776443398677376800,1.962376708984375,-45.80609130859375,-0.0462493896484375,1.4814300537109375
1776443398702392600,1.987392578125,-45.768890380859375,0.030426025390625,1.9275970458984375
1776443398727408600,2.01240869140625,-46.259765625,-0.2403564453125,1.636016845703125
1776443398752423700,2.037423583984375,-46.0584716796875,-0.0622406005859375,1.7493133544921875
1776443398777439500,2.062439453125,-46.058349609375,-0.2914581298828125,1.385589599609375
1776443398802455600,2.08745556640625,-45.925201416015625,-0.2398834228515625,1.863555908203125
1776443398827471600,2.1124716796875,-46.540496826171875,-0.26751708984375,2.08123779296875
1776443398852486700,2.137486572265625,-46.427093505859375,-0.493377685546875,2.5008087158203125
1776443398877502700,2.162502685546875,-46.394317626953125,-1.0112457275390625,2.151336669921875
1776443398902518800,2.187518798828125,-45.992279052734375,-1.1871490478515625,1.8214263916015625
1776443398927534600,2.21253466796875,-46.319610595703125,-1.9977569580078125,1.7066497802734375
1776443398952550700,2.237550537109375,-46.085784912109375,-2.50372314453125,1.94091796875
1776443398977565700,2.262565673828125,-46.091522216796875,-3.6013641357421875,1.81591796875
1776443399002581500,2.28758154296875,-45.908599853515625,-3.863861083984375,1.951995849609375
1776443399027597600,2.31259765625,-45.903717041015625,-4.6201934814453125,2.2528533935546875
1776443399052613400,2.33761328125,-45.715240478515625,-5.2924957275390625,2.6797943115234375
