timestamp,orient_x,orient_y,orient_z,orient_w,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z
1776438797.126116,-0.11931186322622164,0.3212790100257193,0.9211920640888496,0.18425432985443269,-0.68967,-0.190079,0.050766,3.534,-6.106,-5.354,-1.057e-05,5.363e-05,6.135000000000001e-05
1776438797.1499865,-0.1162462496452449,0.3116549968924423,0.9244721910710382,0.1863038923149518,-0.789961,-0.559031,-0.28515,3.759,-7.358,-7.457,-1.002e-05,5.303e-05,6.286e-05
1776438797.1760361,-0.11580208959926691,0.3011702346989451,0.9265532891777899,0.19335296245375844,-0.64774,-0.134104,-0.713807,3.585,-5.537,-10.566,-1.0150000000000001e-05,5.232e-05,6.339e-05
1776438797.2010694,-0.12243042626452842,0.29486223858478045,0.9267019849743517,0.19821826864861378,-0.465141,0.521061,-0.514617,3.471,-4.924,-9.916,-1.084e-05,5.104e-05,6.297e-05
1776438797.226161,-0.13312272773550898,0.29355393163758775,0.924957727429797,0.2013892525639776,-0.084705,0.703436,-0.534457,3.322,-4.721,-6.593,-1.239e-05,5.130000000000001e-05,6.315e-05
1776438797.2502115,-0.13967234332699247,0.29236684091141046,0.923205200060294,0.2066529105206633,-0.027774,0.181635,-0.603162,3.152,-3.656,-6.921,-1.397e-05,4.991e-05,6.429000000000001e-05
1776438797.2763968,-0.14330824867739508,0.2920319590994274,0.9217609783260889,0.21103738901175734,0.073735,0.284553,-0.313338,3.293,-3.138,-8.828,-1.473e-05,5.0639999999999996e-05,6.277000000000001e-05
1776438797.3004262,-0.1492569588385032,0.2946246183439495,0.9198535237737427,0.21163220290161894,0.118793,0.552492,-0.128864,3.658,-4.379,-6.977,-1.584e-05,5.0770000000000003e-05,6.338e-05
1776438797.3263397,-0.15437505431164045,0.29450636756929055,0.9188402359173717,0.21252520539156974,-0.31483,0.132367,-0.309226,4.001,-5.353,-4.844,-1.6610000000000002e-05,5.091e-05,6.254e-05
1776438797.3514674,-0.1541790760697639,0.2831788733525904,0.9213809774102348,0.2170152820784562,-1.175482,-0.666282,-0.50365,3.833,-4.509,-4.723,-1.6530000000000003e-05,4.949e-05,6.323e-05
1776438797.376588,-0.1475302128465663,0.2577660867072553,0.9284582257453851,0.22306233184203472,-1.974757,-1.374314,-0.516184,3.158,-3.242,-6.277,-1.4920000000000001e-05,4.638e-05,6.508000000000001e-05
1776438797.4009633,-0.13723907704228602,0.23275445889347154,0.9353846932523929,0.22813652322001257,-1.721504,-1.381598,-0.148307,3.418,-2.195,-8.34,-1.3660000000000001e-05,4.269e-05,6.866e-05
1776438797.4271328,-0.12793308696067124,0.21383716710326273,0.9408607224180382,0.22953843302804885,-1.169833,-0.910645,0.007553,3.131,-3.313,-9.797,-1.1380000000000001e-05,4.0400000000000006e-05,7.081e-05
1776438797.4518037,-0.12337918022876444,0.19710010855827298,0.9449313247466623,0.2302909390421446,-1.397573,-0.662369,-0.159426,3.169,-4.232,-8.138,-9.760000000000001e-06,3.8240000000000007e-05,7.105e-05
1776438797.4786077,-0.1182809707431603,0.17612719509700506,0.9487814572274907,0.23409948639114153,-1.393877,-0.984902,-0.507028,2.841,-4.154,-8.037,-9.01e-06,3.681e-05,7.284000000000001e-05
1776438797.5027466,-0.11053859657556482,0.16207384286604942,0.9498909289603606,0.24335264782730157,-0.627056,-0.866031,-0.631586,2.717,0.102,-11.443,-7.3899999999999995e-06,3.465e-05,7.295000000000001e-05
1776438797.5267997,-0.10743648585777256,0.15571064124366554,0.9508552904603196,0.24512407942436115,-0.300545,-0.087193,0.142831,2.443,-0.649,-11.609,-6.840000000000001e-06,3.405e-05,7.299e-05
1776438797.5513794,-0.10869192334987574,0.1541304378242219,0.9514602057884405,0.24321461867173433,-0.200268,0.070339,0.038798,2.423,-2.71,-8.725,-7.2e-06,3.287e-05,7.445000000000001e-05
1776438797.5775387,-0.10798207359660202,0.14850548202050168,0.9523581273350391,0.2435158945336704,-0.593798,-0.373089,-0.022342,2.715,-1.795,-7.74,-6.550000000000001e-06,3.227e-05,7.383e-05
1776438797.6016574,-0.10397120671147624,0.13765752768836498,0.9545147326648428,0.24319132051010794,-0.797872,-0.563466,-0.032802,2.477,-2.603,-9.548,-5.580000000000001e-06,3.071e-05,7.563e-05
1776438797.6274457,-0.10165784619417782,0.12925100585923777,0.9556745460295225,0.2442253505736089,-0.482714,-0.175505,-0.096418,2.47,-1.74,-10.784,-4.81e-06,3.046e-05,7.54e-05
1776438797.652425,-0.10300667367153482,0.12566059000003293,0.9559648605413512,0.244397681474527,-0.188056,0.106211,-0.026018,2.577,-1.705,-9.366,-5.2600000000000005e-06,3e-05,7.539000000000001e-05
1776438797.6774695,-0.1042777083474996,0.12208217003285086,0.9563228496450984,0.24427179646562241,-0.347244,-0.076975,-0.057975,2.59,-2.047,-8.115,-5.1600000000000006e-06,2.9170000000000004e-05,7.527e-05
1776438797.7017314,-0.10261542801865793,0.11772406651374706,0.9568636565227315,0.24499604266592206,-0.346782,-0.301948,-0.054148,2.535,-1.527,-8.995,-4.84e-06,2.869e-05,7.569e-05
1776438797.7264192,-0.10047409964303028,0.11184072027918288,0.9578447291946126,0.24480621589832077,-0.455154,-0.247959,0.006589,2.447,-2.182,-9.955,-4.09e-06,2.7260000000000003e-05,7.615e-05
1776438797.7516809,-0.1003115465968887,0.10580597979388619,0.9583385662177902,0.24562141754909367,-0.445804,-0.07104,-0.169603,2.34,-2.053,-9.843,-4.12e-06,2.607e-05,7.683000000000001e-05
1776438797.7776353,-0.10106504678491204,0.0996719746229771,0.95853943841479,0.24709006211618312,-0.622991,-0.155345,-0.119676,2.59,-1.447,-8.595,-4.12e-06,2.607e-05,7.643e-05
1776438797.8015604,-0.09984050473045071,0.0895518600756019,0.9594468771045366,0.24793956518982777,-0.834563,-0.372072,-0.165778,2.558,-2.614,-8.841,-3.36e-06,2.488e-05,7.701000000000001e-05
1776438797.826525,-0.09790373419229138,0.07569365752907897,0.9597603001777233,0.25208231838794687,-1.048345,-0.530894,-0.632928,2.182,-2.426,-8.579,-2.51e-06,2.309e-05,7.681e-05
1776438797.851232,-0.09475349648150312,0.05842640270891568,0.95927285471057,0.2596222651978429,-1.253064,-0.684058,-0.650743,2.08,0.271,-8.856,-2.02e-06,2e-05,7.821000000000001e-05
