timestamp,orient_x,orient_y,orient_z,orient_w,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z
1776448194.8610466,0.09756243277750022,0.010328237870551177,-0.010208845303849707,0.9951234489703211,-0.01723,0.01477,0.00583,0.166,-1.863,-9.665,-3.7000000000000006e-07,7.69e-06,3.507e-05
1776448194.8860483,0.09732786591807378,0.010527455589887373,-0.010076577224722334,0.9951456786752735,-0.020684,0.019818,0.007104,0.262,-1.854,-9.535,-6.7e-07,9e-06,3.4370000000000005e-05
1776448194.9111183,0.09710318579878104,0.010696444626890499,-0.010072885380159794,0.9951658627385637,-0.01408,0.001841,-0.004296,0.285,-1.905,-9.617,-3.3e-07,9.820000000000001e-06,3.438e-05
1776448194.9361913,0.0970784166318116,0.010657099748542585,-0.010209020981205694,0.9951673141436144,0.003682,-0.013341,-0.0089,0.267,-1.898,-9.627,-5.6e-07,9.110000000000001e-06,3.464e-05
1776448194.9612129,0.09715746985363106,0.010545506077784983,-0.010356871153602504,0.9951592604066505,0.005055,-0.008983,-0.009696,0.169,-1.915,-9.63,-1.13e-06,8.18e-06,3.463e-05
1776448194.9862154,0.097210705068949,0.01064663322742317,-0.010393633784152798,0.9951526015630364,0.003864,0.01527,-0.004744,0.147,-1.893,-9.671,-6.8e-07,8.52e-06,3.464e-05
1776448195.0112512,0.09731709249670284,0.01084972480744262,-0.010458506102107974,0.9951393302596895,0.009785,0.013151,-0.010202,0.28,-1.968,-9.604,-5.8e-07,8.050000000000001e-06,3.426e-05
1776448195.0368166,0.09746789956148261,0.01099701387168769,-0.01064123667380418,0.9951210169235853,0.009556,0.006549,-0.01604,0.227,-1.957,-9.577,-1.01e-06,9e-06,3.502e-05
1776448195.0614858,0.0975048839409908,0.011079405666959032,-0.010781218609154796,0.9951149731076416,-0.009469,0.009709,-0.009897,0.172,-1.957,-9.624,-5.7e-07,8.64e-06,3.398e-05
1776448195.087021,0.09728078350266767,0.011169739606859392,-0.010866178045905731,0.9951349718771303,-0.024017,0.0076,-0.008133,0.181,-1.882,-9.571,-6.8e-07,8.880000000000001e-06,3.451000000000001e-05
1776448195.1114779,0.09703067075254379,0.011166779121153422,-0.011011830376144128,0.9951578224428212,-0.014575,-0.0083,-0.015517,0.228,-1.779,-9.597,-6.8e-07,8.76e-06,3.504e-05
1776448195.1373513,0.09704171163484276,0.011136827485424921,-0.011228192419766397,0.9951546638445324,0.011061,-0.001987,-0.019349,0.248,-1.787,-9.513,-1.0200000000000002e-06,8.18e-06,3.503e-05
1776448195.1621718,0.0972340095868648,0.011133173769291266,-0.011335387036748298,0.9951347189311662,0.016114,0.002527,-0.003659,0.159,-1.873,-9.573,-8.1e-07,7.93e-06,3.505e-05
1776448195.187438,0.0974774381027902,0.011184210121647642,-0.011325830018826701,0.9951104401418248,0.026361,0.007659,0.000721,0.167,-1.863,-9.617,-8.900000000000001e-07,9.36e-06,3.422e-05
1776448195.2123895,0.09788418942116357,0.011201060810697694,-0.011201013855350904,0.9950717355983382,0.036277,0.002912,0.01064,0.276,-1.963,-9.537,-5.7e-07,8.64e-06,3.385e-05
1776448195.2374327,0.09835222970673159,0.011109804990965083,-0.011189046149267318,0.9950267415456968,0.035579,-0.011494,-0.001383,0.331,-1.902,-9.487,-7.900000000000002e-07,8.880000000000001e-06,3.423e-05
1776448195.2624023,0.09866507927173841,0.010925810468210072,-0.011332510510128168,0.9949961824064713,0.018365,-0.019935,-0.010984,0.26,-1.944,-9.682,-6.900000000000001e-07,8.409999999999999e-06,3.371e-05
1776448195.2874258,0.09883735708314727,0.01062607896012244,-0.01141890049846462,0.9949813425397271,0.005827,-0.026874,0.002707,0.377,-1.948,-9.674,-1.0200000000000002e-06,8.53e-06,3.303e-05
1776448195.3127754,0.09886108730974554,0.010203872939033985,-0.011517653039379462,0.9949822662045005,-0.00325,-0.031279,-0.006938,0.204,-1.858,-9.598,-5.8e-07,8.050000000000001e-06,3.479e-05
1776448195.3375063,0.09879858405925787,0.009899004052952859,-0.011591979506603725,0.9949906911714119,-0.001529,-0.02013,-0.002575,0.208,-1.904,-9.624,-9e-07,9e-06,3.516e-05
1776448195.3624976,0.09884085753047854,0.00973875223931152,-0.011611653143990172,0.9949878446989815,0.005857,-0.007126,0.003388,0.234,-2.013,-9.66,-6.8e-07,8.880000000000001e-06,3.344e-05
1776448195.387402,0.09896108317957801,0.009665231715623536,-0.011544308603281029,0.9949773948440638,0.010027,-0.006959,0.008495,0.228,-1.962,-9.613,-5.6e-07,8.99e-06,3.451000000000001e-05
1776448195.412469,0.09912589622811893,0.009617308006526985,-0.011567643667783754,0.9949611820084513,0.015816,-0.00504,-0.009593,0.212,-1.908,-9.642,-7.900000000000002e-07,8.76e-06,3.45e-05
1776448195.4374316,0.09946795850416874,0.009663737360774194,-0.011856545774857612,0.9949231928815027,0.034584,0.001488,-0.032049,0.187,-1.993,-9.592,-9.100000000000001e-07,8.29e-06,3.384e-05
1776448195.4624102,0.09996891809070742,0.009872979626941393,-0.01225122810352188,0.994866145317557,0.037648,0.017829,-0.030502,0.202,-2.106,-9.629,-5.8e-07,8.050000000000001e-06,3.359e-05
1776448195.4875767,0.10027838755071201,0.010033040102625904,-0.012630262440349706,0.9948286583966187,0.012632,0.003949,-0.03616,0.193,-2.079,-9.684,-8.900000000000001e-07,9.59e-06,3.449e-05
1776448195.5130253,0.10033611104818571,0.010033685570765614,-0.013139550880218032,0.9948162353803135,0.000154,-0.009824,-0.041816,0.159,-1.923,-9.647,-5.7e-07,8.76e-06,3.371e-05
1776448195.5375063,0.1002799945283935,0.010007222085085294,-0.013583436521338275,0.9948161983280108,-0.008794,-0.001373,-0.037369,0.14,-1.981,-9.563,-1.12e-06,9e-06,3.408e-05
1776448195.562577,0.10008554254287456,0.010064398880155551,-0.013999040396357814,0.9948294421241567,-0.020433,0.011657,-0.036082,0.156,-1.979,-9.513,-6.900000000000001e-07,8.29e-06,3.5310000000000006e-05
1776448195.5875587,0.09979609141831919,0.010167404678658051,-0.014409306035251885,0.994851615025733,-0.024479,0.001432,-0.035168,0.155,-1.896,-9.556,-7.8e-07,9.35e-06,3.41e-05
1776448195.6124659,0.09947088178729589,0.010213865559544231,-0.014778364475409799,0.9948782943507318,-0.024309,-0.002349,-0.028923,0.135,-1.788,-9.544,-5.8e-07,8.28e-06,3.479e-05
1776448195.637995,0.09919479435275759,0.01018158327525665,-0.014964793950464223,0.9949034038927314,-0.020888,-0.005608,-0.008921,0.211,-1.847,-9.557,-7.8e-07,9.23e-06,3.4760000000000006e-05
1776448195.6628778,0.09889999535809872,0.010201662249166781,-0.014980857721940757,0.9949323046858197,-0.023098,0.00468,-0.003001,0.252,-1.905,-9.548,-5.6e-07,9.110000000000001e-06,3.344e-05
1776448195.6880882,0.09868235534176908,0.010191009214274268,-0.014942184522202705,0.994954605596205,-0.009022,-0.001784,0.00815,0.299,-1.841,-9.595,-1.01e-06,8.77e-06,3.422e-05
1776448195.7135928,0.09860068751152166,0.01007046447990136,-0.014754006712097664,0.994966737862806,-0.003637,-0.016944,0.021011,0.168,-1.831,-9.66,-7.8e-07,9.35e-06,3.503e-05
1776448195.7379062,0.09851637338872979,0.009849904736101568,-0.014424461709463552,0.9949821297166167,-0.006315,-0.011504,0.026276,0.159,-1.907,-9.711,-5.7e-07,8.76e-06,3.438e-05
1776448195.762623,0.09853764729595135,0.009692979420125406,-0.014146229160538435,0.9949855588981567,0.01197,-0.005061,0.020394,0.109,-1.898,-9.696,-8.000000000000001e-07,8.29e-06,3.424e-05
1776448195.7878501,0.09882964137490098,0.009672966127324814,-0.013866959768867605,0.9949607244202038,0.029882,0.005569,0.019501,0.165,-1.901,-9.629,-7.900000000000002e-07,9e-06,3.45e-05
1776448195.812822,0.09918345903261407,0.009709604603878576,-0.013629039531825338,0.9949284468313297,0.023814,0.010371,0.015026,0.148,-1.945,-9.65,-4.5e-07,9.23e-06,3.3050000000000004e-05
1776448195.8378367,0.0993555344095751,0.009752348242681246,-0.013442318486260166,0.9949134000302012,0.008799,0.005566,0.011315,0.122,-1.965,-9.676,-8.900000000000001e-07,9.59e-06,3.449e-05
1776448195.8628802,0.09939775345721782,0.009763905500913621,-0.013321192827449467,0.9949106987959679,0.001911,0.00047,0.003338,0.247,-1.919,-9.581,-9e-07,9e-06,3.396e-05
1776448195.887654,0.09936357208798917,0.009787816656882692,-0.0133494930204173,0.9949134988646521,-0.005484,-0.004656,-0.004666,0.261,-1.89,-9.542,-9.100000000000001e-07,8.409999999999999e-06,3.397e-05
1776448195.9129536,0.09921576051501214,0.009695178368008595,-0.013417547728807183,0.9949282415304056,-0.015357,-0.013459,-0.002326,0.175,-1.92,-9.619,-9.100000000000001e-07,8.29e-06,3.45e-05
1776448195.937939,0.09897062461315778,0.00948661368451656,-0.013429236446332482,0.9949545091274027,-0.016907,-0.018392,-0.001402,0.156,-1.9,-9.623,-1.01e-06,8.65e-06,3.463e-05
1776448195.9627469,0.09884675074416986,0.009308499957527317,-0.01338396265420539,0.9949691157214536,-0.002732,-0.014836,0.005452,0.242,-1.87,-9.515,-5.6e-07,8.99e-06,3.278e-05
1776448195.9880967,0.0989221681210942,0.009122467566777946,-0.013304972499319107,0.994964402853945,0.015014,-0.012058,0.013052,0.229,-1.851,-9.493,-7.7e-07,9.940000000000001e-06,3.3820000000000005e-05
1776448196.0128372,0.09911808160234119,0.008995544442025017,-0.013057706870290193,0.9949493365850107,0.018237,-0.007508,0.021599,0.181,-1.941,-9.589,-1.0200000000000002e-06,8.29e-06,3.3700000000000006e-05
1776448196.0376916,0.09942564083511483,0.008764810816268894,-0.01278364330617034,0.9949242677207659,0.03163,-0.018612,0.026181,0.155,-1.789,-9.724,-7.8e-07,9.35e-06,3.503e-05
1776448196.0631723,0.09990630195130068,0.008510377068880854,-0.012464902739582347,0.9948823701886841,0.042884,-0.014836,0.025988,0.238,-1.891,-9.627,-6.8e-07,8.64e-06,3.344e-05
1776448196.0883355,0.10041493576203427,0.008390462851908415,-0.012203527495553385,0.9948354209243369,0.039306,-0.001732,0.024087,0.164,-2.027,-9.583,-7.8e-07,9.24e-06,3.383e-05
1776448196.113306,0.10075077312545266,0.008351036276273515,-0.01194848322111328,0.9948048932612116,0.018998,-0.001928,0.017922,0.167,-2.073,-9.652,-5.5e-07,9.59e-06,3.344e-05
1776448196.1386187,0.10080884915787672,0.008227238344466184,-0.011778683470259925,0.9948020662907748,-0.002612,-0.012193,0.010619,0.164,-1.969,-9.623,-6.7e-07,9.47e-06,3.29e-05
1776448196.1618786,0.10068591935503315,0.008128891667300275,-0.011723748465318708,0.9948159731758507,-0.009415,-0.005704,0.001679,0.215,-1.902,-9.536,-4.4e-07,9.460000000000001e-06,3.518e-05
1776448196.187308,0.10053006268963816,0.00811591039065259,-0.011782366694436658,0.9948311486524866,-0.010249,0.000981,-0.009297,0.185,-2.075,-9.525,-6.900000000000001e-07,8.409999999999999e-06,3.4250000000000006e-05
1776448196.2124476,0.10037675087176998,0.008149627932321123,-0.0120737055659046,0.9948428604975256,-0.011775,-0.001748,-0.026381,0.102,-2.038,-9.568,-6.7e-07,9.110000000000001e-06,3.45e-05
1776448196.237634,0.10023135627818935,0.00805565846797222,-0.012413656764132123,0.9948541012183768,-0.013982,-0.017866,-0.026947,0.16,-2.01,-9.623,-7.7e-07,9.59e-06,3.409e-05
1776448196.2627172,0.10001492560697621,0.007823766349668637,-0.012739144458334305,0.9948736188754864,-0.022134,-0.025263,-0.024193,0.161,-1.971,-9.601,-4.5e-07,8.99e-06,3.2250000000000005e-05
1776448196.2881427,0.0996928003640165,0.0074614095959460005,-0.013068280732090555,0.9949044642382148,-0.026426,-0.037277,-0.027361,0.162,-1.996,-9.598,-4.5e-07,9.35e-06,3.398e-05
1776448196.313107,0.0994920529887078,0.007015146664305131,-0.013521822666521782,0.9949217453755576,-0.007095,-0.042677,-0.037895,0.116,-1.977,-9.588,-5.7e-07,8.52e-06,3.4920000000000004e-05
1776448196.3384178,0.09954302140372068,0.006611549174989683,-0.013955492010662065,0.9949134226404153,0.008539,-0.03685,-0.025901,0.083,-1.966,-9.575,-4.6e-07,8.87e-06,3.412e-05
1776448196.362667,0.09965330909207017,0.0062244220349074566,-0.014215853751919822,0.994901193113887,0.007339,-0.02579,-0.01593,0.125,-1.921,-9.632,-2.4e-07,8.400000000000001e-06,3.454e-05
1776448196.38861,0.09977282944438717,0.00588746281717944,-0.014498755241031766,0.9948871827411881,0.011116,-0.028737,-0.031385,-0.159,-2.131,-9.128,-4.4e-07,9.58e-06,3.491e-05
1776448196.4134305,0.09975507738337125,0.005573277209341473,-0.015010874505179812,0.9948831774454604,0.012746,-0.035974,-0.02765,0.14,-1.815,-9.536,-1e-08,9.100000000000001e-06,3.454e-05
1776448196.4387448,0.10001341779492473,0.00527053243242173,-0.01528051026314954,0.9948547852601175,0.02642,-0.022991,-0.01997,0.181,-1.882,-9.627,-4.5e-07,9.23e-06,3.385e-05
1776448196.4630675,0.10017741626043601,0.005042905609008074,-0.015600770842787538,0.9948344939353042,0.004625,-0.008984,-0.025928,0.14,-2.054,-9.638,-5.7e-07,8.64e-06,3.465e-05
1776448196.488683,0.10013457144352757,0.004920067597111623,-0.01595645623810735,0.9948337811116901,-0.006777,-0.014703,-0.027203,0.133,-1.935,-9.693,-2.4e-07,8.400000000000001e-06,3.48e-05
1776448196.5130754,0.10007455738171801,0.004837512454440839,-0.01626346370196612,0.994835253288966,-0.001243,-0.011521,-0.020388,0.078,-1.862,-9.747,-2.4e-07,8.63e-06,3.4670000000000005e-05
1776448196.5380702,0.10003296016746632,0.0048806626814875695,-0.01645166436327505,0.9948361316074129,-0.005945,0.009351,-0.015837,0.057,-1.931,-9.658,-5.6e-07,9.23e-06,3.4110000000000004e-05
1776448196.5632753,0.0999504678150232,0.005067784460300067,-0.01669784998314545,0.9948393857051311,-0.002763,0.014581,-0.024788,0.084,-1.905,-9.661,-3.4e-07,9.110000000000001e-06,3.319e-05
1776448196.588252,0.10001645041039908,0.005338424181522909,-0.016874483994578117,0.994828358393788,0.011089,0.026153,-0.010871,0.141,-1.865,-9.623,-4.4e-07,9.7e-06,3.291e-05
1776448196.612753,0.10009944053506335,0.0056496378038167795,-0.01690627689835412,0.9948177528566171,8.3e-05,0.027113,-0.00196,0.115,-1.906,-9.509,-4.5e-07,9.23e-06,3.4250000000000006e-05
1776448196.6381304,0.09998152695427746,0.005919135193593969,-0.016862246064616417,0.9948287906791335,-0.014952,0.015427,0.002998,0.216,-1.934,-9.574,-6.8e-07,8.76e-06,3.304e-05
1776448196.662981,0.09979966713924622,0.005947400020083155,-0.016872449062768607,0.9948467094655945,-0.012226,-0.006268,-0.003311,0.195,-1.914,-9.582,-5.7e-07,8.76e-06,3.385e-05
1776448196.6880867,0.09970281448950478,0.0057744726491433885,-0.017038571769217876,0.9948546081315404,-0.005381,-0.017076,-0.014635,0.176,-1.903,-9.592,-5.3e-07,1.065e-05,3.4760000000000006e-05
1776448196.7128308,0.09962542322081394,0.005729768774202016,-0.017235197760652944,0.9948592326334511,-0.006912,-0.002346,-0.013106,0.078,-2.013,-9.59,-3.4e-07,9.34e-06,3.399e-05
1776448196.7377143,0.09948723779647575,0.005786004294127688,-0.017222230022946382,0.9948729599617092,-0.015489,0.00972,0.008385,0.084,-2.0,-9.658,-6.7e-07,9e-06,3.2640000000000006e-05
1776448196.7627943,0.09923500745023872,0.005831131471253379,-0.017075760458917826,0.9949004119040586,-0.021067,-0.001905,0.008845,0.142,-1.842,-9.657,-4.6e-07,8.87e-06,3.4920000000000004e-05
1776448196.7883282,0.09900737105380635,0.005746409615211759,-0.016995497374118835,0.9949249581363181,-0.014515,-0.008467,0.005136,0.15,-1.85,-9.607,-4.6e-07,8.64e-06,3.279e-05
1776448196.8128104,0.09885022522055821,0.00565362585880492,-0.01707281401865772,0.9949397913994483,-0.010912,-0.004568,-0.012453,0.125,-1.966,-9.556,-2.2e-07,9.34e-06,3.479e-05
