timestamp,orient_x,orient_y,orient_z,orient_w,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z
1776447047.039142,0.35446835524687376,-0.06842341505455422,0.36143562001367413,0.8596712825180212,-2.453622,-0.373779,1.509763,-5.714,-12.636,-10.307,2.7910000000000002e-05,1.828e-05,2.88e-05
1776447047.0641537,0.3193974001778105,-0.09613333994925574,0.3728118595506138,0.8658839408883098,-3.721219,-0.585819,1.533673,-7.092,-10.896,-11.371,2.8720000000000003e-05,1.4599999999999999e-05,2.9690000000000002e-05
1776447047.089198,0.2767950510562663,-0.12227068055689656,0.3800461839508455,0.8740705225845982,-3.91576,0.042074,1.030149,-8.872,-8.957,-14.493,2.922e-05,1.187e-05,2.961e-05
1776447047.114135,0.2302642673232183,-0.1364476217500657,0.383897683187765,0.8837324156982808,-3.789545,0.904205,0.641137,-8.858,-5.576,-15.142,2.894e-05,8.56e-06,2.9370000000000002e-05
1776447047.1391923,0.18350622293853336,-0.143455457971653,0.38767689021324586,0.8918815092351471,-3.515353,1.165447,0.723988,-7.608,-2.506,-14.45,2.844e-05,5.850000000000001e-06,3.138e-05
1776447047.164332,0.13915114622699243,-0.14723257034872245,0.3936369587767783,0.8966657534539787,-3.067143,1.337252,0.907096,-6.819,0.106,-13.284,2.691e-05,1.27e-06,3.3220000000000004e-05
1776447047.1893206,0.10123019446458324,-0.1444243861183354,0.4043000105339395,0.8974606096677786,-2.11215,1.645855,1.348878,-6.678,1.554,-12.576,2.5750000000000002e-05,-1.08e-06,3.226e-05
1776447047.2145166,0.07155979628971924,-0.1338741071924926,0.42089150304506806,0.8943194404925179,-1.307721,1.923552,1.636517,-5.949,-0.977,-12.922,2.358e-05,-4.4600000000000005e-06,3.3650000000000005e-05
1776447047.239482,0.04304705497191725,-0.12033506513602131,0.4353999585860812,0.8911191274011533,-1.563978,1.988356,1.092656,-4.148,-3.503,-12.448,2.167e-05,-5.38e-06,3.6230000000000004e-05
1776447047.2646842,0.012748089930752174,-0.10799360708968983,0.4410847541549461,0.8908530219306359,-1.625406,1.92195,0.473872,-3.821,-0.734,-11.235,2.032e-05,-6.7699999999999996e-06,3.578e-05
1776447047.2900715,-0.011213960284720235,-0.09320012173471147,0.4443084490738118,0.8909421903159551,-0.73577,1.882049,0.437671,-4.167,1.552,-10.99,1.8290000000000003e-05,-8.51e-06,3.716e-05
1776447047.314388,-0.02178001498674135,-0.07032017746829866,0.4479985552165891,0.8909983154371578,0.599829,2.191475,0.177588,-4.749,-0.123,-12.761,1.571e-05,-9.52e-06,3.918e-05
1776447047.3400276,-0.027021298141467878,-0.03652116232311947,0.4432142116245339,0.8952637693793719,0.783765,2.916992,-0.813057,-4.325,-3.168,-13.23,1.3630000000000002e-05,-8.06e-06,4.079e-05
1776447047.3646479,-0.04023380214900385,-0.0011465908870633198,0.42993159926213537,0.9019638276837244,-0.119593,3.009254,-1.093571,-3.626,-2.544,-11.457,1.088e-05,-7.2999999999999996e-06,4.317e-05
1776447047.389721,-0.060915297104707736,0.02571887832310625,0.41747977655376006,0.9062772765798937,-0.749984,2.471662,-0.907354,-2.83,-1.287,-10.77,8.45e-06,-6.3100000000000006e-06,4.3830000000000006e-05
1776447047.4150486,-0.08212951995523844,0.04799983268568914,0.4049261936426696,0.9093874508239748,-0.642085,2.42001,-1.008807,-2.821,0.17,-10.778,6.57e-06,-6.16e-06,4.387e-05
1776447047.4403267,-0.09884630105448716,0.07436509904201194,0.38921459687298815,0.9128040525727935,0.020875,2.58642,-1.203405,-1.576,1.237,-8.693,4.34e-06,-6.830000000000001e-06,4.456e-05
1776447047.465377,-0.10550349423862729,0.10316047938464902,0.3713516902837475,0.9166923422391903,0.87247,2.251716,-1.235503,-0.59,0.78,-6.127,1.7000000000000002e-06,-5.600000000000001e-06,4.695e-05
1776447047.4904382,-0.10350099719076081,0.12867201026905406,0.35187107908774234,0.9213673540208954,1.140531,1.781563,-1.449616,-0.162,-0.861,-6.386,1.6e-07,-4.98e-06,4.593e-05
1776447047.5155146,-0.10159500998859472,0.14933171539663476,0.32980765285354213,0.9266096291542375,0.893047,1.477133,-1.626565,-0.219,-0.279,-6.072,-1.4700000000000001e-06,-3.05e-06,4.822e-05
1776447047.5410886,-0.10065893488032993,0.16598151648534756,0.3092708809828853,0.9309508242598273,0.740715,1.201735,-1.388477,0.029,-0.143,-5.594,-2.54e-06,-1.26e-06,4.694e-05
1776447047.5658982,-0.09998189918843109,0.17877214646118061,0.29055371305503425,0.9346778478782245,0.57443,0.917292,-1.414496,0.543,-0.813,-5.08,-3.4200000000000003e-06,-6.5e-07,4.8620000000000005e-05
1776447047.5908732,-0.10000126139093168,0.18722559717608286,0.27078801712624095,0.9389463101067709,0.517886,0.619856,-1.52662,0.255,0.516,-4.264,-3.830000000000001e-06,8.900000000000001e-07,4.792e-05
1776447047.615935,-0.09639746893052928,0.1932757471625869,0.2513628994918198,0.9434875231297956,0.896563,0.371058,-1.395117,0.291,1.703,-3.606,-4.49e-06,9e-07,4.962e-05
1776447047.6408758,-0.08780088826344175,0.19674994367501475,0.2335889722703934,0.9481648884649181,1.053923,-0.015753,-1.194164,0.462,1.279,-3.721,-4.03e-06,1.96e-06,4.91e-05
1776447047.665725,-0.07936545532355244,0.19483067851836738,0.21942072142697436,0.9526786857161359,0.657655,-0.451336,-0.935094,0.481,0.437,-4.211,-3.4500000000000004e-06,3.49e-06,4.977e-05
1776447047.6911252,-0.07644028944288422,0.185367743027633,0.2098145939948601,0.9569605624797197,-0.031059,-1.001247,-0.733776,0.2,0.694,-4.424,-2.6300000000000002e-06,5.36e-06,4.979e-05
1776447047.7165103,-0.07795032970181175,0.16908503481721626,0.2030292889769242,0.9613080177122026,-0.343033,-1.337498,-0.753722,-0.447,1.472,-5.375,-1.43e-06,4.28e-06,4.867000000000001e-05
1776447047.740791,-0.08044268807368275,0.1514836378999455,0.19422713152507998,0.9658454859674074,-0.293585,-1.274611,-0.987222,-0.893,1.963,-6.172,6.7e-07,3.88e-06,4.8110000000000005e-05
1776447047.7659717,-0.08115482791121387,0.13527884153500047,0.1826420677295211,0.9704408297444695,0.00067,-1.198,-1.090893,-0.84,3.241,-5.861,2.2100000000000004e-06,3.6200000000000005e-06,4.8870000000000005e-05
1776447047.7904594,-0.0760186906582341,0.11970220557355943,0.17227214633660742,0.9747896430758851,0.564588,-1.31581,-0.772248,-0.553,3.985,-5.187,4.000000000000001e-06,4.41e-06,4.775e-05
1776447047.8158104,-0.0636658505712544,0.10312646817502231,0.16498718088596964,0.9788211385008424,0.902065,-1.591542,-0.572698,-0.333,1.908,-6.392,5.37e-06,6.040000000000001e-06,4.78e-05
1776447047.840749,-0.051665337217938936,0.08481623979696572,0.15906043127217087,0.9822610027891626,0.606155,-1.601879,-0.508757,-0.675,0.382,-7.722,7.06e-06,7.430000000000001e-06,4.707e-05
1776447047.8657286,-0.045464195863984806,0.06399191287748153,0.15367391970361563,0.9849986641532307,0.128412,-1.773134,-0.501962,-1.036,0.899,-6.875,9.39e-06,7.74e-06,4.5980000000000004e-05
1776447047.8907998,-0.040464003705019035,0.0396987657793401,0.1472513611684752,0.9874733966207841,0.014963,-2.138379,-0.791917,-1.511,-1.085,-8.286,1.1400000000000001e-05,8.29e-06,4.448e-05
1776447047.9161,-0.04235745296338936,0.009815910874497,0.13457583208078852,0.9899489075158988,-0.69201,-2.295451,-1.246097,-3.793,0.334,-10.014,1.3950000000000002e-05,7.89e-06,4.435e-05
