timestamp,orient_x,orient_y,orient_z,orient_w,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z
1776447952.875995,0.1563146125789576,0.014512249566645997,-0.0353439588688181,0.9869680547405195,0.059914,-0.022856,0.117162,0.096,-3.265,-9.337,-1.616e-05,2.241e-05,2.647e-05
1776447952.9006875,0.15682611868261137,0.014136491789235093,-0.03465114614800147,0.9869169297207695,0.021815,-0.007435,0.021369,-0.23,-3.484,-9.348,-1.628e-05,2.206e-05,2.7000000000000002e-05
1776447952.925803,0.15677693527069556,0.014201747446145538,-0.03469571523294811,0.9869222412536249,-0.006302,0.001969,-0.002546,0.162,-3.234,-9.299,-1.671e-05,2.313e-05,2.697e-05
1776447952.9509287,0.1567957572016589,0.01442172102123795,-0.03447470831542987,0.9869238060625095,0.0162,0.046074,0.017765,0.211,-2.844,-9.275,-1.616e-05,2.289e-05,2.607e-05
1776447952.9758215,0.15727074823107084,0.015318905186315948,-0.034237234101028566,0.9868429736770907,0.046818,0.096852,-0.003444,0.298,-2.93,-9.216,-1.6250000000000002e-05,2.3480000000000002e-05,2.646e-05
1776447953.0008368,0.1578040121696409,0.01651873569868994,-0.034420299275669475,0.9867321156787459,0.019113,0.087716,-0.04589,0.46,-3.406,-9.269,-1.66e-05,2.2780000000000002e-05,2.6050000000000003e-05
1776447953.0258946,0.15809365995858338,0.017550987521508292,-0.035093013066036405,0.986644230688989,0.03504,0.061195,-0.067747,1.035,-2.167,-9.258,-1.6380000000000002e-05,2.265e-05,2.646e-05
1776447953.05096,0.15904648401963986,0.017993350178922736,-0.0348414921967934,0.9864920302221554,0.098343,0.023752,0.09194,0.912,-1.9,-9.574,-1.662e-05,2.207e-05,2.4990000000000003e-05
1776447953.076202,0.16052498713367905,0.01757242663504854,-0.03239898274638162,0.9863433703558248,0.182439,-0.024442,0.267676,0.866,-1.971,-8.807,-1.6470000000000003e-05,2.372e-05,2.671e-05
1776447953.1009815,0.16228901895039374,0.016035876817131055,-0.027967352550111214,0.9862164834224596,0.133879,-0.060843,0.439785,0.46,-3.076,-8.821,-1.6139999999999998e-05,2.3480000000000002e-05,2.339e-05
1776447953.1260724,0.1639996948274255,0.014577478932466605,-0.023537882507719363,0.9860717850600623,0.137467,-0.05262,0.274905,0.442,-3.305,-9.452,-1.604e-05,2.336e-05,2.58e-05
1776447953.1511946,0.16560989270294235,0.013470566101237967,-0.02143799342142578,0.985866278825833,0.155473,-0.046012,0.156541,-0.169,-3.054,-9.688,-1.582e-05,2.324e-05,2.6350000000000004e-05
